customer_id,age,tenure_months,region,subscription_tier,num_purchases_quarter,avg_monthly_spend_gbp,returns_per_purchase,last_login_days_ago,avg_review_polarity,support_tickets_quarter,churned
105416,40,41,North,basic,7,16.63,0.325,16.0,-0.006,1,0
105417,28,27,Scotland,premium,4,88.8,0.018,0.0,0.168,0,0
105418,53,24,Wales,free,9,19.9,0.051,19.0,,3,0
105419,58,48,London,free,7,81.97,0.275,19.0,0.092,0,0
105420,68,0,North,free,3,49.88,0.002,41.0,-0.148,1,0
105421,79,31,South,free,6,53.31,0.063,7.0,-0.153,1,1
105422,22,27,Ireland,premium,5,172.87,0.287,,,0,0
105423,33,56,South,premium,8,18.25,0.04,28.0,0.065,2,0
105424,36,53,South,basic,5,90.3,0.051,31.0,,2,0
105425,33,31,Scotland,basic,6,51.94,0.047,3.0,0.305,0,0
105426,70,19,North,free,2,58.56,0.135,23.0,0.424,3,0
105427,26,17,London,premium,1,99.57,0.126,,-0.026,1,0
105428,19,15,North,free,9,96.1,0.052,59.0,0.534,4,0
105429,72,19,Scotland,free,8,84.44,0.064,8.0,0.425,1,0
105430,78,55,London,free,4,29.69,0.165,3.0,0.763,2,0
105431,32,3,South,free,7,84.14,0.042,59.0,,1,1
105432,38,1,Wales,premium,2,93.0,0.09,6.0,,3,0
105433,49,39,London,free,4,77.65,0.5,50.0,0.745,2,1
105434,51,16,North,basic,9,84.98,0.025,44.0,-0.103,3,0
105435,80,60,Wales,basic,11,58.42,0.324,3.0,-0.11,1,1
105436,43,54,South,free,8,24.21,0.271,52.0,,1,1
105437,18,56,London,basic,8,41.13,0.004,53.0,,3,0
105438,44,33,South,basic,5,39.38,0.184,83.0,0.244,3,0
105439,53,31,North,free,10,55.72,0.021,3.0,-0.131,2,1
105440,50,31,London,free,7,41.33,0.254,55.0,0.184,0,0
105441,50,14,Scotland,basic,7,193.33,0.1,1.0,,0,0
105442,76,41,South,premium,6,75.1,0.179,27.0,0.154,2,0
105443,68,63,South,premium,5,52.44,0.064,6.0,,1,0
105444,33,18,South,basic,5,66.58,0.079,2.0,-0.463,1,0
105445,40,4,North,free,4,73.53,0.037,6.0,0.331,3,0
105446,60,41,South,free,4,249.51,0.393,17.0,0.294,1,0
105447,43,29,London,free,3,74.93,0.152,12.0,0.144,2,0
105448,44,58,North,free,4,41.23,0.003,21.0,0.786,1,0
105449,28,62,London,free,8,26.68,0.173,99.0,0.208,3,0
105450,34,69,North,free,7,64.13,0.163,18.0,-0.019,1,0
105451,64,28,Wales,basic,4,229.73,0.178,,0.285,2,0
105452,71,65,London,free,5,49.0,0.155,28.0,-0.388,1,0
105453,67,8,London,free,6,28.43,0.035,25.0,0.002,1,0
105454,37,27,North,basic,14,109.46,0.5,26.0,-0.136,0,0
105455,26,19,South,basic,9,59.45,0.104,48.0,-0.573,1,0
105456,28,67,South,free,5,17.44,0.107,56.0,-0.09,0,0
105457,42,43,North,free,7,63.23,0.056,26.0,0.342,2,0
105458,50,26,London,basic,5,121.39,0.12,37.0,,2,1
105459,74,11,Wales,free,5,12.56,0.245,13.0,0.578,0,1
105460,74,57,South,free,7,90.3,0.154,106.0,-0.017,0,1
105461,18,47,London,basic,5,22.74,0.186,16.0,-0.156,1,0
105462,62,62,Wales,premium,5,47.36,0.096,13.0,,2,0
105463,36,31,South,free,5,39.19,0.108,,,1,0
105464,30,10,North,free,10,118.89,0.056,28.0,0.246,1,0
105465,52,24,North,free,9,109.82,0.108,8.0,,1,0
105466,20,45,Ireland,free,9,21.17,0.393,67.0,,1,0
105467,39,17,London,free,7,13.55,0.022,4.0,,1,0
105468,52,5,Ireland,premium,12,18.92,0.101,43.0,0.423,2,0
105469,35,60,Scotland,free,3,73.54,0.075,86.0,-0.128,0,0
105470,55,38,Scotland,premium,3,11.05,0.105,,0.075,0,0
105471,46,28,North,basic,6,34.79,0.026,6.0,0.065,2,0
105472,68,40,Ireland,basic,5,104.72,0.019,,0.702,1,0
105473,29,53,South,premium,6,83.03,0.034,74.0,0.329,1,0
105474,21,0,South,basic,6,16.65,0.087,13.0,-0.668,1,1
105475,51,32,London,basic,8,62.72,0.112,53.0,0.762,2,0
105476,34,18,London,free,7,27.93,0.097,25.0,,0,0
105477,62,6,Scotland,free,7,34.74,0.093,10.0,,2,0
105478,23,2,London,free,12,36.58,0.165,37.0,0.535,1,0
105479,54,32,South,free,2,39.72,0.074,9.0,-0.156,1,0
105480,80,39,Ireland,free,5,51.4,0.159,54.0,,2,0
105481,23,37,London,premium,6,32.59,0.201,20.0,-0.213,2,0
105482,37,57,North,premium,1,33.51,0.065,54.0,0.199,1,0
105483,71,33,South,free,6,101.98,0.454,5.0,,1,1
105484,51,43,Scotland,basic,10,54.77,0.075,129.0,,1,0
105485,29,59,South,free,4,25.45,0.038,18.0,,1,0
105486,31,47,London,basic,12,58.61,0.035,12.0,-0.111,0,0
105487,66,66,Ireland,free,8,19.29,0.099,41.0,,1,0
105488,72,16,London,basic,5,59.15,0.026,54.0,0.44,0,0
105489,40,57,South,basic,6,80.81,0.345,,-0.93,1,0
105490,47,50,Scotland,free,5,96.04,0.026,24.0,,2,0
105491,67,42,Scotland,free,11,73.36,0.219,19.0,0.031,0,0
105492,29,0,Ireland,premium,6,25.6,0.055,10.0,0.093,2,0
105493,30,39,London,free,9,36.74,0.133,41.0,0.486,0,0
105494,66,62,Wales,basic,4,121.23,0.07,0.0,0.153,0,0
105495,29,47,South,free,5,43.81,0.074,71.0,,1,0
105496,66,0,Ireland,basic,5,51.39,0.399,,,0,0
105497,49,21,South,premium,7,87.74,0.076,83.0,,0,0
105498,80,41,Ireland,free,8,156.88,0.094,80.0,-0.015,2,0
105499,20,59,London,free,3,51.77,0.052,8.0,,0,0
105500,77,32,Scotland,free,6,41.55,0.047,,0.287,0,0
105501,32,62,London,free,6,205.7,0.034,36.0,,0,0
105502,20,58,North,free,12,216.28,0.068,28.0,,0,0
105503,63,19,North,basic,3,56.05,0.173,26.0,-0.099,1,0
105504,51,14,London,basic,4,55.34,0.161,7.0,,1,0
105505,70,65,North,free,10,103.05,0.107,27.0,-0.127,1,0
105506,24,43,North,basic,7,74.18,0.132,38.0,,0,0
105507,23,61,South,free,10,55.69,0.259,17.0,,2,0
105508,53,67,Ireland,free,6,91.51,0.061,58.0,0.721,1,0
105509,73,30,South,basic,9,34.71,0.01,18.0,,0,1
105510,43,3,London,free,9,119.04,0.44,59.0,,1,0
105511,68,66,South,basic,11,86.88,0.238,1.0,-0.18,2,0
105512,75,42,Wales,free,2,74.99,0.304,8.0,0.386,0,0
105513,72,8,South,free,8,50.63,0.234,99.0,0.286,0,1
105514,50,38,North,free,7,35.34,0.328,130.0,,2,1
105515,62,2,North,free,3,15.87,0.185,15.0,,0,0
105516,51,21,London,basic,5,15.9,0.246,53.0,0.224,1,1
105517,60,25,North,premium,3,16.93,0.325,15.0,0.188,0,0
105518,53,33,North,free,7,128.51,0.003,31.0,,0,0
105519,51,41,London,free,8,34.46,0.256,50.0,0.488,0,0
105520,45,61,Wales,premium,6,23.41,0.086,16.0,0.086,3,0
105521,59,25,Wales,free,7,51.25,0.213,4.0,0.352,1,0
105522,65,53,North,free,3,28.07,0.102,19.0,-0.114,0,0
105523,75,68,North,basic,6,41.47,0.036,3.0,,2,0
105524,56,54,North,free,8,80.55,0.273,29.0,-0.159,1,0
105525,24,18,London,free,7,43.36,0.147,71.0,,0,0
105526,55,49,North,basic,5,43.39,0.024,13.0,0.414,1,0
105527,37,20,Scotland,basic,8,53.82,0.208,5.0,-0.189,0,1
105528,19,34,London,premium,3,20.51,0.089,15.0,,0,0
105529,22,46,South,premium,10,66.84,0.156,16.0,0.129,0,0
105530,55,21,Scotland,basic,7,148.17,0.142,24.0,0.199,2,0
105531,77,0,London,premium,2,42.25,0.088,68.0,,0,1
105532,49,61,South,free,11,58.49,0.22,44.0,-0.576,3,1
105533,46,53,South,premium,6,30.39,0.202,47.0,,1,0
105534,23,8,North,premium,6,32.95,0.016,4.0,0.131,1,1
105535,60,27,Ireland,free,7,108.69,0.058,,0.43,1,0
105536,21,19,North,basic,8,61.11,0.311,28.0,,2,0
105537,70,71,Scotland,free,10,86.82,0.043,,,0,0
105538,69,68,South,premium,4,65.83,0.138,11.0,0.141,1,0
105539,80,50,South,free,5,48.92,0.099,,,0,0
105540,35,32,London,basic,7,127.61,0.359,2.0,-0.294,0,0
105541,28,3,London,basic,8,15.64,0.109,10.0,0.144,1,0
105542,36,18,London,free,6,31.01,0.043,21.0,,2,0
105543,68,6,London,free,4,41.85,0.125,14.0,0.134,1,0
105544,31,57,South,premium,5,56.36,0.434,,0.806,2,0
105545,73,6,Scotland,basic,9,44.32,0.128,13.0,0.334,0,0
105546,27,49,Wales,basic,10,63.21,0.232,43.0,,1,0
105547,21,69,Wales,free,5,142.38,0.048,12.0,,1,0
105548,31,22,Wales,free,2,24.39,0.189,57.0,-0.257,1,1
105549,65,49,London,free,8,158.63,0.35,41.0,-0.03,0,0
105550,55,64,London,free,3,46.88,0.096,42.0,-0.116,2,0
105551,40,31,Wales,basic,5,62.52,0.078,3.0,,4,0
105552,59,32,London,basic,8,55.53,0.022,8.0,0.238,0,0
105553,58,14,Scotland,free,5,66.37,0.078,10.0,0.275,5,0
105554,52,31,South,free,9,126.74,0.203,11.0,-0.055,0,0
105555,50,63,London,premium,3,24.43,0.039,,0.226,2,0
105556,24,48,South,basic,5,33.02,0.027,1.0,,1,0
105557,34,14,London,free,2,84.69,0.287,17.0,0.08,2,0
105558,51,38,Wales,free,5,31.15,0.022,45.0,-0.048,1,0
105559,26,51,London,free,5,14.76,0.354,7.0,-0.104,0,0
105560,47,5,North,free,11,85.81,0.421,35.0,0.428,1,0
105561,25,55,North,free,4,31.83,0.154,11.0,0.014,0,0
105562,67,14,South,premium,4,101.07,0.084,104.0,,2,1
105563,24,21,Scotland,premium,5,39.89,0.138,52.0,,1,0
105564,23,30,London,free,0,121.33,0.144,5.0,0.182,0,0
105565,58,36,London,free,3,65.25,0.413,39.0,0.312,1,0
105566,31,66,London,free,6,33.49,0.282,9.0,0.519,0,0
105567,40,16,North,free,4,23.16,0.066,35.0,-0.014,2,0
105568,37,18,London,free,2,46.39,0.004,16.0,,0,0
105569,31,27,Scotland,free,7,56.77,0.386,101.0,0.13,3,0
105570,65,62,North,free,3,34.85,0.132,43.0,-0.388,2,0
105571,61,70,South,basic,3,22.09,0.192,8.0,,6,0
105572,33,33,South,free,3,46.52,0.2,2.0,,3,0
105573,61,50,Wales,basic,4,160.06,0.011,68.0,-0.308,2,0
105574,62,66,London,premium,11,64.95,0.045,29.0,-0.03,3,0
105575,51,61,London,free,2,34.7,0.093,,0.445,1,0
105576,54,49,London,free,4,60.49,0.073,33.0,,2,1
105577,76,39,South,free,2,84.83,0.205,56.0,0.369,0,0
105578,46,71,North,premium,4,28.55,0.304,0.0,0.711,1,0
105579,42,17,North,basic,9,45.59,0.223,2.0,0.518,1,0
105580,51,26,North,free,3,49.25,0.045,7.0,0.288,2,0
105581,70,52,South,basic,7,41.22,0.032,11.0,0.137,0,0
105582,62,1,Scotland,free,10,23.03,0.083,4.0,-0.129,4,0
105583,22,36,Ireland,premium,9,86.74,0.054,2.0,0.475,6,1
105584,46,62,Ireland,basic,4,12.5,0.184,,,0,0
105585,64,12,South,free,7,34.41,0.253,54.0,0.739,0,0
105586,32,58,London,free,0,32.83,0.196,178.0,,0,0
105587,80,30,South,premium,14,36.91,0.008,92.0,0.199,2,0
105588,68,62,North,basic,4,151.7,0.049,0.0,0.554,0,0
105589,71,46,Ireland,free,6,43.98,0.204,16.0,0.542,0,1
105590,23,11,Scotland,premium,10,115.11,0.066,73.0,-0.535,1,1
105591,54,53,North,premium,4,59.95,0.095,9.0,0.593,0,0
105592,51,4,London,free,2,74.69,0.111,44.0,0.432,1,1
105593,57,17,London,free,10,44.39,0.5,3.0,0.007,2,1
105594,71,64,North,free,4,90.58,0.305,49.0,0.228,0,0
105595,40,63,North,free,4,35.48,0.074,43.0,0.491,1,0
105596,51,3,South,free,3,39.99,0.064,,,3,0
105597,60,27,London,basic,4,37.94,0.012,24.0,0.392,0,0
105598,65,6,London,free,5,26.26,0.116,,0.275,3,0
105599,66,19,North,basic,3,53.79,0.242,67.0,0.38,1,0
105600,39,70,London,free,5,100.24,0.196,51.0,0.388,0,0
105601,80,14,London,basic,4,43.09,0.161,33.0,,0,0
105602,18,46,South,basic,4,31.21,0.267,11.0,0.639,0,0
105603,49,58,London,basic,4,213.78,0.014,45.0,0.379,0,0
105604,56,64,South,basic,5,41.56,0.037,21.0,-0.143,0,0
105605,21,25,London,free,7,91.09,0.395,7.0,0.416,3,0
105606,46,50,Wales,premium,5,54.78,0.082,42.0,,1,0
105607,55,35,Scotland,basic,4,115.95,0.073,14.0,0.084,1,0
105608,56,7,Scotland,free,7,52.66,0.066,44.0,-0.159,2,0
105609,25,16,London,free,8,52.77,0.031,57.0,,0,0
105610,35,54,Scotland,free,7,52.44,0.146,7.0,0.209,0,0
105611,33,50,London,basic,6,45.67,0.102,5.0,,0,0
105612,58,38,North,basic,5,57.02,0.291,20.0,0.058,1,0
105613,38,57,London,free,9,31.84,0.145,52.0,,0,0
105614,54,50,Scotland,free,5,77.24,0.245,67.0,0.483,0,0
105615,64,24,South,free,3,364.72,0.097,17.0,,1,0
105616,68,21,Scotland,basic,7,28.38,0.038,14.0,,0,0
105617,29,68,Scotland,premium,6,68.12,0.297,17.0,,0,0
105618,74,70,Scotland,free,10,55.21,0.025,,-0.855,0,0
105619,28,2,South,free,9,24.72,0.209,,0.723,3,1
105620,19,57,South,premium,14,94.32,0.121,43.0,-0.576,0,1
105621,20,9,North,free,7,40.03,0.159,3.0,0.575,1,0
105622,30,62,London,basic,4,33.73,0.024,50.0,,0,0
105623,73,42,London,basic,5,142.2,0.141,32.0,0.252,1,0
105624,31,50,Wales,free,3,43.0,0.121,11.0,0.638,1,0
105625,61,51,South,free,6,123.61,0.148,,0.169,1,0
105626,44,44,Scotland,free,7,79.69,0.104,164.0,0.297,2,0
105627,20,18,Ireland,free,9,58.35,0.053,18.0,-0.106,1,0
105628,45,58,Scotland,free,8,85.24,0.028,2.0,0.178,1,0
105629,19,40,Scotland,free,10,94.66,0.025,18.0,0.65,1,1
105630,47,39,London,free,5,48.3,0.253,41.0,0.377,0,1
105631,53,23,London,free,5,42.2,0.12,,,3,0
105632,50,0,North,basic,4,99.52,0.044,11.0,0.179,1,0
105633,35,40,South,basic,8,381.78,0.204,14.0,,2,0
105634,66,25,North,basic,6,17.55,0.14,,-0.097,1,0
105635,55,48,Wales,free,3,25.02,0.086,3.0,,2,0
105636,34,26,South,free,8,27.82,0.154,50.0,,2,0
105637,45,71,South,premium,7,43.5,0.218,17.0,-0.057,2,0
105638,24,49,South,free,6,27.6,0.087,14.0,-0.142,0,0
105639,76,33,London,premium,6,83.8,0.051,25.0,,2,0
105640,65,51,North,basic,6,19.82,0.129,14.0,,1,0
105641,36,47,South,premium,6,40.48,0.117,6.0,0.528,0,0
105642,60,45,South,premium,11,38.6,0.214,82.0,0.228,0,0
105643,60,42,London,premium,7,109.53,0.032,43.0,0.513,2,0
105644,56,68,London,free,7,52.77,0.113,4.0,,1,0
105645,21,23,London,free,10,21.39,0.015,6.0,,1,0
105646,73,31,South,basic,9,67.19,0.231,21.0,-0.581,1,1
105647,78,18,North,free,6,28.55,0.002,25.0,-0.028,1,0
105648,79,41,London,basic,4,23.69,0.074,1.0,0.345,0,0
105649,79,72,Ireland,basic,9,118.64,0.052,52.0,0.783,1,0
105650,76,44,London,basic,9,40.37,0.427,2.0,0.421,3,1
105651,64,15,North,basic,7,76.97,0.302,21.0,,2,0
105652,21,67,South,free,11,39.12,0.194,15.0,0.245,3,0
105653,47,57,North,free,7,64.88,0.113,54.0,0.413,2,0
105654,33,32,London,free,6,145.35,0.232,20.0,0.453,0,0
105655,31,10,North,premium,7,62.3,0.29,82.0,0.121,1,1
105656,70,29,London,basic,7,42.42,0.257,25.0,-0.174,2,0
105657,69,58,London,basic,7,21.71,0.209,,0.523,0,0
105658,50,42,Ireland,premium,8,101.76,0.108,20.0,,0,0
105659,64,13,North,free,1,76.45,0.078,12.0,0.366,1,0
105660,26,11,Wales,free,4,68.53,0.087,27.0,-0.125,1,1
105661,31,70,London,basic,14,51.62,0.102,,-0.743,0,0
105662,72,32,London,premium,10,119.88,0.044,10.0,0.135,0,0
105663,46,50,London,premium,5,40.18,0.386,,0.114,0,0
105664,52,26,London,free,9,80.29,0.011,0.0,-0.114,0,0
105665,47,6,London,free,4,194.82,0.08,10.0,,1,0
105666,30,30,London,free,2,57.76,0.061,,-0.438,0,0
105667,70,50,Scotland,basic,6,43.12,0.049,,,1,0
105668,65,24,London,basic,6,37.02,0.006,54.0,0.382,0,0
105669,61,44,South,premium,5,36.68,0.103,9.0,,0,0
105670,40,31,South,basic,4,56.02,0.229,9.0,0.089,1,0
105671,58,24,London,free,7,173.84,0.194,3.0,-0.202,2,0
105672,78,18,London,free,4,73.92,0.255,88.0,0.093,1,0
105673,58,19,South,free,7,62.99,0.321,3.0,,0,0
105674,49,18,London,free,6,60.44,0.105,15.0,,2,1
105675,35,52,Ireland,free,4,18.44,0.133,25.0,-0.612,0,1
105676,50,24,London,premium,8,51.02,0.062,13.0,-0.035,0,0
105677,41,54,North,free,4,28.55,0.133,31.0,-0.025,0,0
105678,56,22,South,free,5,156.58,0.141,3.0,-0.515,0,1
105679,20,23,North,free,10,29.65,0.115,16.0,-0.085,1,0
105680,29,67,North,free,6,21.45,0.297,,0.748,1,1
105681,67,63,North,premium,2,16.35,0.348,11.0,0.52,0,0
105682,41,29,South,basic,9,31.75,0.199,37.0,0.364,1,0
105683,45,19,North,basic,4,7.15,0.054,100.0,0.251,1,0
105684,52,52,Wales,free,3,62.21,0.078,9.0,,2,0
105685,45,5,Wales,basic,6,64.36,0.432,7.0,0.565,0,0
105686,65,33,South,free,6,25.47,0.12,25.0,-0.349,1,0
105687,33,43,North,free,5,99.86,0.12,5.0,,0,0
105688,65,49,South,free,12,48.56,0.217,53.0,0.014,2,0
105689,31,7,North,basic,5,49.04,0.235,102.0,0.195,2,1
105690,41,0,South,free,4,100.2,0.052,17.0,-0.227,0,0
105691,55,20,North,free,5,120.52,0.419,0.0,-0.192,0,0
105692,73,8,Scotland,premium,4,26.77,0.003,20.0,0.481,1,0
105693,32,37,London,free,7,19.94,0.017,91.0,,0,0
105694,55,67,London,free,3,41.85,0.249,72.0,0.061,1,0
105695,22,20,South,basic,4,161.57,0.377,21.0,,4,0
105696,22,33,South,free,6,31.77,0.113,13.0,0.081,1,0
105697,66,15,London,free,3,107.53,0.062,9.0,0.472,0,0
105698,63,3,South,basic,3,27.61,0.118,7.0,0.336,2,0
105699,41,51,South,free,6,49.03,0.072,20.0,0.348,3,1
105700,57,18,North,free,3,36.51,0.065,,-0.168,0,0
105701,41,39,Wales,basic,5,72.85,0.228,69.0,-0.025,3,1
105702,35,49,London,premium,7,60.56,0.089,50.0,,0,0
105703,45,61,South,premium,9,29.19,0.092,,,1,0
105704,37,13,London,free,5,38.93,0.255,26.0,0.354,2,0
105705,69,42,Scotland,free,10,25.88,0.083,44.0,,1,0
105706,43,66,London,basic,1,64.13,0.145,19.0,,1,0
105707,38,35,London,free,7,26.79,0.179,81.0,0.68,1,0
105708,51,2,London,basic,5,58.37,0.192,5.0,0.327,2,0
105709,65,19,South,basic,6,72.1,0.089,12.0,,1,0
105710,35,58,Scotland,free,8,86.64,0.15,2.0,0.041,1,0
105711,77,57,South,free,5,87.47,0.359,,-0.002,0,0
105712,47,22,North,basic,1,69.07,0.126,4.0,0.293,1,0
105713,59,14,London,free,5,25.6,0.248,84.0,-0.027,0,1
105714,78,21,London,free,4,29.75,0.041,16.0,-0.01,0,0
105715,45,17,London,premium,6,29.66,0.081,,,1,0
105716,30,54,Scotland,free,7,52.17,0.06,8.0,,2,1
105717,65,61,Wales,free,6,117.17,0.094,,0.04,0,0
105718,18,3,London,free,7,33.51,0.035,64.0,,2,0
105719,46,54,London,free,6,43.98,0.036,11.0,0.168,1,0
105720,79,54,London,basic,9,126.51,0.073,4.0,-0.69,3,0
105721,44,44,South,free,10,20.92,0.282,85.0,,0,0
105722,61,63,South,free,9,158.33,0.328,37.0,,0,0
105723,51,2,Scotland,premium,8,84.39,0.211,47.0,-0.092,3,1
105724,31,51,London,free,7,33.44,0.197,12.0,0.86,1,0
105725,38,9,London,free,5,43.0,0.102,11.0,0.252,1,0
105726,50,65,London,premium,1,179.15,0.182,11.0,,2,0
105727,24,36,London,free,6,38.47,0.253,9.0,,0,0
105728,44,6,Wales,free,5,90.17,0.091,27.0,,0,0
105729,44,54,Scotland,free,2,227.66,0.074,16.0,,1,0
105730,70,54,Wales,free,3,53.02,0.36,32.0,,1,0
105731,25,33,South,premium,7,54.24,0.249,32.0,,1,0
105732,71,22,North,free,7,256.48,0.016,5.0,-0.373,1,0
105733,43,1,South,basic,8,25.48,0.5,0.0,0.041,1,1
105734,59,66,North,basic,10,53.89,0.014,4.0,-0.195,2,0
105735,53,13,North,free,5,73.57,0.252,10.0,0.548,1,0
105736,36,61,Wales,free,7,18.54,0.143,16.0,,1,0
105737,76,42,London,free,8,24.21,0.031,27.0,0.676,4,0
105738,32,50,South,basic,9,36.61,0.005,42.0,0.639,2,0
105739,20,50,London,basic,5,72.65,0.16,115.0,-0.178,1,0
105740,65,62,London,free,11,38.89,0.12,36.0,0.191,0,0
105741,57,2,South,premium,3,51.37,0.085,13.0,,1,0
105742,74,72,North,free,3,94.36,0.264,17.0,0.203,3,0
105743,46,3,London,free,4,83.18,0.356,4.0,0.548,2,0
105744,19,72,London,free,6,13.0,0.287,26.0,,3,0
105745,19,19,London,premium,5,62.03,0.075,14.0,0.189,1,0
105746,45,61,North,basic,6,80.15,0.168,42.0,0.167,0,0
105747,33,6,Wales,basic,7,51.57,0.005,,0.162,1,0
105748,76,33,London,free,7,78.87,0.01,42.0,,0,0
105749,25,39,Scotland,premium,5,93.56,0.03,4.0,-0.048,3,1
105750,73,69,Ireland,free,4,68.52,0.157,6.0,-0.647,3,0
105751,31,9,South,free,8,51.04,0.12,4.0,0.287,1,0
105752,25,2,South,free,5,65.11,0.04,10.0,,2,0
105753,35,47,London,basic,3,10.71,0.121,1.0,0.235,3,0
105754,27,3,North,basic,6,146.6,0.063,62.0,,0,0
105755,43,56,Scotland,basic,5,137.85,0.189,50.0,,0,0
105756,38,2,London,free,6,131.17,0.182,21.0,0.568,0,0
105757,51,70,South,free,7,59.72,0.066,24.0,0.528,2,0
105758,51,38,London,free,9,81.46,0.118,24.0,,0,0
105759,18,69,South,basic,7,60.23,0.143,10.0,0.602,2,0
105760,25,9,London,free,11,68.43,0.139,20.0,-0.144,2,0
105761,28,19,North,premium,5,142.25,0.312,47.0,,0,1
105762,30,33,Wales,basic,2,15.81,0.341,36.0,,1,0
105763,23,2,North,basic,6,74.25,0.335,27.0,0.305,1,0
105764,37,7,North,premium,3,30.46,0.137,7.0,,3,0
105765,52,24,North,basic,8,24.38,0.151,49.0,0.246,0,0
105766,37,53,Ireland,free,6,49.96,0.215,64.0,0.357,2,0
105767,38,51,South,free,7,22.72,0.265,29.0,,0,0
105768,47,6,Scotland,free,6,22.69,0.091,,0.094,0,0
105769,52,4,South,basic,7,17.06,0.402,17.0,0.036,1,1
105770,38,47,London,free,9,38.96,0.044,26.0,-0.159,1,0
105771,31,26,London,free,3,79.22,0.102,21.0,0.307,1,0
105772,43,57,Scotland,premium,8,97.3,0.281,34.0,0.752,2,0
105773,19,21,South,basic,6,218.01,0.294,80.0,0.096,1,1
105774,49,26,North,premium,12,41.13,0.112,197.0,0.267,3,0
105775,77,16,London,basic,5,95.43,0.068,27.0,-0.137,2,1
105776,43,19,London,free,4,61.93,0.151,51.0,,0,0
105777,24,51,London,free,4,60.68,0.042,12.0,0.156,2,0
105778,62,34,South,basic,4,70.93,0.28,57.0,,2,0
105779,25,48,North,free,9,95.66,0.145,97.0,-0.191,1,1
105780,30,5,Wales,basic,8,76.3,0.135,11.0,-0.436,0,0
105781,27,39,Scotland,free,6,41.38,0.02,45.0,-0.384,2,0
105782,73,33,London,free,6,82.2,0.275,37.0,0.206,0,0
105783,79,66,London,free,2,35.15,0.39,45.0,0.813,2,0
105784,53,30,North,free,4,82.36,0.049,11.0,,3,1
105785,56,7,North,free,9,59.23,0.014,3.0,,0,1
105786,58,50,London,free,4,14.76,0.156,43.0,-0.181,1,0
105787,56,10,South,basic,1,49.56,0.002,33.0,,0,0
105788,52,66,North,premium,4,104.82,0.054,34.0,-0.373,1,0
105789,80,27,London,free,6,49.97,0.105,7.0,0.032,0,0
105790,64,57,London,free,6,64.09,0.014,13.0,-0.646,5,0
105791,23,47,North,free,3,39.05,0.058,21.0,,3,0
105792,42,33,London,premium,2,45.07,0.06,,,1,0
105793,79,42,London,basic,6,106.06,0.187,111.0,-0.041,1,0
105794,43,13,London,premium,3,40.38,0.126,5.0,0.296,0,0
105795,30,5,London,free,5,24.39,0.5,7.0,,0,1
105796,72,55,North,free,2,11.87,0.214,26.0,0.094,1,0
105797,57,69,Wales,premium,5,32.04,0.469,51.0,0.527,1,1
105798,53,62,London,free,0,25.3,0.108,2.0,-0.48,0,0
105799,44,22,London,basic,7,19.29,0.036,18.0,,1,0
105800,25,26,London,free,4,25.75,0.234,19.0,0.095,3,0
105801,42,26,Wales,basic,8,27.29,0.092,,-0.403,1,0
105802,45,51,London,free,9,26.04,0.067,17.0,,3,0
105803,76,45,South,free,6,143.77,0.137,71.0,0.251,2,0
105804,37,58,Scotland,free,8,17.2,0.059,47.0,,1,0
105805,27,68,London,free,7,81.81,0.237,4.0,,1,0
105806,44,28,South,premium,11,79.42,0.089,16.0,,0,0
105807,80,48,Wales,basic,8,83.97,0.028,29.0,,1,0
105808,48,36,North,basic,4,52.8,0.218,,,1,0
105809,41,69,Wales,basic,11,132.4,0.09,7.0,-0.238,3,0
105810,60,25,North,free,8,54.62,0.223,74.0,-0.429,2,0
105811,58,13,Scotland,basic,3,47.1,0.046,30.0,-0.234,2,0
105812,36,27,London,free,5,123.51,0.129,4.0,0.253,2,1
105813,78,45,South,premium,9,48.35,0.161,24.0,,2,0
105814,55,69,Wales,free,8,17.93,0.034,87.0,,2,0
105815,21,60,London,basic,8,77.53,0.068,7.0,-0.049,3,0
105816,43,1,South,premium,6,116.68,0.14,19.0,,2,0
105817,76,37,Wales,free,5,67.03,0.102,68.0,0.301,0,1
105818,42,11,Scotland,free,5,42.37,0.07,,0.466,1,0
105819,53,26,Scotland,free,5,65.56,0.163,,0.091,2,0
105820,56,68,Wales,free,4,88.06,0.242,,0.058,2,0
105821,62,71,London,free,10,26.5,0.46,80.0,0.481,0,0
105822,72,11,North,free,4,13.08,0.065,57.0,,3,0
105823,27,10,London,free,3,49.6,0.131,39.0,,2,0
105824,50,50,South,premium,9,112.87,0.241,7.0,0.488,1,0
105825,51,29,South,basic,4,24.64,0.157,83.0,-0.077,1,0
105826,27,31,Scotland,free,4,22.28,0.054,1.0,,1,0
105827,60,63,Wales,basic,7,62.91,0.017,18.0,0.159,1,0
105828,25,67,North,basic,11,46.41,0.139,18.0,0.069,2,0
105829,46,65,South,premium,7,33.62,0.042,31.0,,1,0
105830,38,57,London,premium,7,123.26,0.127,32.0,0.323,2,0
105831,27,71,North,free,8,34.13,0.117,13.0,0.215,1,0
105832,69,52,North,free,5,70.19,0.094,9.0,-0.031,0,0
105833,33,64,London,basic,5,98.27,0.087,85.0,-0.231,0,0
105834,34,39,London,free,9,47.21,0.082,6.0,0.216,2,0
105835,71,3,Ireland,free,3,98.42,0.246,56.0,,0,0
